,vol,Date_utc
8185,0.06026822456531477,2020-11-10 21:00:00+00:00
8186,0.06046705041778139,2020-11-11 21:00:00+00:00
8187,0.06057904697567579,2020-11-12 21:00:00+00:00
8188,0.06058017322477426,2020-11-13 21:00:00+00:00
8189,0.060794118070411636,2020-11-16 21:00:00+00:00
8190,0.060744228930970846,2020-11-17 21:00:00+00:00
8191,0.060839707049443394,2020-11-18 21:00:00+00:00
8192,0.06083547818507777,2020-11-19 21:00:00+00:00
8193,0.06062049504678187,2020-11-20 21:00:00+00:00
8194,0.060634293438990204,2020-11-23 21:00:00+00:00
8195,0.060671332606144365,2020-11-24 21:00:00+00:00
8196,0.06099039766589303,2020-11-25 21:00:00+00:00
8197,0.06177827171563986,2020-11-27 21:00:00+00:00
8198,0.06300601056156187,2020-11-30 21:00:00+00:00
8199,0.06324815278747312,2020-12-01 21:00:00+00:00
8200,0.06324151904080753,2020-12-02 21:00:00+00:00
8201,0.06350151813566211,2020-12-03 21:00:00+00:00
8202,0.06352511799781996,2020-12-04 21:00:00+00:00
8203,0.06356190587353217,2020-12-07 21:00:00+00:00
8204,0.06364754465692544,2020-12-08 21:00:00+00:00
8205,0.06390214466182118,2020-12-09 21:00:00+00:00
8206,0.0639099480047341,2020-12-10 21:00:00+00:00
8207,0.06388529142474018,2020-12-11 21:00:00+00:00
8208,0.06386257631255188,2020-12-14 21:00:00+00:00
8209,0.06397525160016779,2020-12-15 21:00:00+00:00
8210,0.06415587498354827,2020-12-16 21:00:00+00:00
8211,0.06418390993959681,2020-12-17 21:00:00+00:00
8212,0.0641442485508761,2020-12-18 21:00:00+00:00
8213,0.06413456414727485,2020-12-21 21:00:00+00:00
8214,0.06445776299433346,2020-12-22 21:00:00+00:00
8215,0.06447275721631368,2020-12-23 21:00:00+00:00
8216,0.06457189702197762,2020-12-24 21:00:00+00:00
8217,0.06485880067018422,2020-12-28 21:00:00+00:00
8218,0.06485329168744212,2020-12-29 21:00:00+00:00
8219,0.06489841854343666,2020-12-30 21:00:00+00:00
8220,0.06502251162109811,2020-12-31 21:00:00+00:00
8221,0.06511572417870941,2021-01-04 21:00:00+00:00
8222,0.06514655162439105,2021-01-05 21:00:00+00:00
8223,0.06519450339644887,2021-01-06 21:00:00+00:00
8224,0.06517398515059318,2021-01-07 21:00:00+00:00
8225,0.06518099328702744,2021-01-08 21:00:00+00:00
8226,0.0650653737141715,2021-01-11 21:00:00+00:00
8227,0.06513439689924225,2021-01-12 21:00:00+00:00
8228,0.0648799361099775,2021-01-13 21:00:00+00:00
8229,0.06491706542242381,2021-01-14 21:00:00+00:00
8230,0.06488661332779044,2021-01-15 21:00:00+00:00
8231,0.06494436134731314,2021-01-19 21:00:00+00:00
8232,0.06493989863039516,2021-01-20 21:00:00+00:00
8233,0.06495299684702038,2021-01-21 21:00:00+00:00
8234,0.0649615844867522,2021-01-22 21:00:00+00:00
8235,0.06455239234026335,2021-01-25 21:00:00+00:00
8236,0.06456863413208769,2021-01-26 21:00:00+00:00
8237,0.06420542875234678,2021-01-27 21:00:00+00:00
8238,0.0637439708429417,2021-01-28 21:00:00+00:00
8239,0.0639209208589427,2021-01-29 21:00:00+00:00
8240,0.0642487033837588,2021-02-01 21:00:00+00:00
8241,0.06424138665778502,2021-02-02 21:00:00+00:00
8242,0.06427746220839589,2021-02-03 21:00:00+00:00
8243,0.06428284094933263,2021-02-04 21:00:00+00:00
8244,0.06425842698297445,2021-02-05 21:00:00+00:00
8245,0.06431808856859482,2021-02-08 21:00:00+00:00
8246,0.06204205291019521,2021-02-09 21:00:00+00:00
8247,0.06044369066258377,2021-02-10 21:00:00+00:00
